id,title,subject,type,family,year,classroomRole,interactionModel,curriculumTopic,curriculumRef
launch-asdan-vocational-w1-introduction-to-vocational-skills-and-workplaces,LAUNCH ASDAN W1: Introduction to Vocational Skills and Workplaces (Vocational Skills),LAUNCH Vocational & PfA,lesson,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
launch-asdan-vocational-w2-health-safety-and-hygiene-at-work,LAUNCH ASDAN W2: Health Safety and Hygiene at Work (Vocational Skills),LAUNCH Vocational & PfA,lesson,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
launch-asdan-vocational-w3-following-instructions-and-routines,LAUNCH ASDAN W3: Following Instructions and Routines (Vocational Skills),LAUNCH Vocational & PfA,lesson,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
launch-asdan-vocational-w4-teamwork-in-a-vocational-setting,LAUNCH ASDAN W4: Teamwork in a Vocational Setting (Vocational Skills),LAUNCH Vocational & PfA,lesson,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
launch-asdan-vocational-w5-tools-equipment-and-safe-use,LAUNCH ASDAN W5: Tools Equipment and Safe Use (Vocational Skills),LAUNCH Vocational & PfA,lesson,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
launch-asdan-vocational-w6-complete-a-supported-vocational-task,LAUNCH ASDAN W6: Complete a Supported Vocational Task (Vocational Skills),LAUNCH Vocational & PfA,lesson,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
launch-asdan-hub-vocational,LAUNCH ASDAN: Vocational Skills — START HERE,LAUNCH Vocational & PfA,teacher,LAUNCH ASDAN · Vocational Skills,2026-27,,,,
glv3-launch-asdan-careers-w1,LAUNCH · ASDAN · Careers W1 · Know Myself for Work (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-careers-w2,LAUNCH · ASDAN · Careers W2 · The World of Work & Its Sectors (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-careers-w3,LAUNCH · ASDAN · Careers W3 · Labour-Market Information & Pathways (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-careers-w4,LAUNCH · ASDAN · Careers W4 · Meeting an Employer (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-careers-w5,LAUNCH · ASDAN · Careers W5 · Matching My Profile to Opportunities (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-careers-w6,LAUNCH · ASDAN · Careers W6 · Setting SMART Careers Targets (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-community-w1,LAUNCH · ASDAN · Community W1 · Identify a Community Need (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-community-w2,LAUNCH · ASDAN · Community W2 · Plan a Social-Action or Enterprise Project (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-community-w3,"LAUNCH · ASDAN · Community W3 · Agree Roles, Aims & Timeline (v3 route)",LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-community-w4,LAUNCH · ASDAN · Community W4 · Partner with a Local Group or Charity (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-community-w5,LAUNCH · ASDAN · Community W5 · Begin Delivering the Project (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-community-w6,LAUNCH · ASDAN · Community W6 · Promote Our Project (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-living-independently-w1,LAUNCH · ASDAN · Living Independently W1 · Self-Care Routines & Organisation (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-living-independently-w2,LAUNCH · ASDAN · Living Independently W2 · Home Safety & Hazard Awareness (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-living-independently-w3,LAUNCH · ASDAN · Living Independently W3 · Laundry & Household Maintenance (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-living-independently-w4,"LAUNCH · ASDAN · Living Independently W4 · Keeping a Clean, Safe Living Space (v3 route)",LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-living-independently-w5,LAUNCH · ASDAN · Living Independently W5 · Personal Admin & Responsibilities (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-living-independently-w6,LAUNCH · ASDAN · Living Independently W6 · Plan & Shop for a Balanced Meal (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-peq-w1,LAUNCH · ASDAN · PEQ W1 · Intro & Choosing My Level (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-peq-w2,LAUNCH · ASDAN · PEQ W2 · What Makes Communication Effective (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-peq-w3,LAUNCH · ASDAN · PEQ W3 · Active Listening & Giving Feedback (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-peq-w4,LAUNCH · ASDAN · PEQ W4 · Plan a Communication Activity (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-peq-w5,LAUNCH · ASDAN · PEQ W5 · Deliver the Activity & Gather Evidence (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-peq-w6,LAUNCH · ASDAN · PEQ W6 · Review Progress & Sign Off the Unit (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-vocational-w1,LAUNCH · ASDAN · Vocational W1 · Introduction to Vocational Skills & Workplaces (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-vocational-w2,"LAUNCH · ASDAN · Vocational W2 · Health, Safety & Hygiene at Work (v3 route)",LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-vocational-w3,LAUNCH · ASDAN · Vocational W3 · Following Instructions & Routines (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-vocational-w4,LAUNCH · ASDAN · Vocational W4 · Teamwork in a Vocational Setting (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-vocational-w5,"LAUNCH · ASDAN · Vocational W5 · Tools, Equipment & Safe Use (v3 route)",LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-vocational-w6,LAUNCH · ASDAN · Vocational W6 · Complete a Supported Vocational Task (v3 route),LAUNCH Vocational & PfA,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-asdan-hub,LAUNCH · ASDAN · alternative v3 route hub,LAUNCH Vocational & PfA,Hub,LAUNCH Estate v3,2026-27,,,,
glv3-launch-estate-hub,LAUNCH · Autumn 1 alternative v3 estate,LAUNCH Vocational & PfA,Hub,LAUNCH Estate v3,2026-27,,,,
build-art-aut1-w1,BUILD W1 · Technique Tasters,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w2,BUILD W2 · Level It Up,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w3,BUILD W3 · Plan: This Is Me,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w4,BUILD W4 · Make It,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w5,BUILD W5 · A Star and a Step,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w6,BUILD W6 · Meet an Artist,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w7,BUILD W7 · Show and Tell,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
build-art-aut1-w8,BUILD W8 · Festival Sounds,Art,lesson,BUILD · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w1,GROW W1 · Art Battle Tasters,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w2,GROW W2 · Level Up Portrait,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w3,GROW W3 · Plan The Portrait,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w4,GROW W4 · Create The Piece,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w5,GROW W5 · Review And Improve,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w6,GROW W6 · Artist Research,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w7,GROW W7 · Share The Portfolio,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
grow-art-aut1-w8,GROW W8 · Festival Sounds,Art,lesson,GROW · Art & Arts Award Aut 1,2026-27,,,,
art-tees-partnership-log,Art Teesside · arts partnership log (staff),Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
art-tees-house-standard,Art Teesside · print pack house standard & studio safety,Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
art-tees-spring2-pack,Art · Spring 2 · Teesworks & Reclaimed Spaces printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-spring2-sow,Art · Spring 2 · Teesworks & Reclaimed Spaces scheme of work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-summer1-pack,Art · Summer 1 · Narrative & Banners printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-summer1-sow,Art · Summer 1 · Narrative & Banners scheme of work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-summer2-pack,Art · Summer 2 · Capstone: Curation & Claim printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-summer2-sow,Art · Summer 2 · Capstone: Curation & Claim scheme of work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-front,Art · Teesside Studio Suite (all three tiers),Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
art-tees-build-a2-w1,BUILD · Bronze Art A2 W1 · Surface Hunt,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-w2,BUILD · Bronze Art A2 W2 · Arts Inspiration,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-w3,BUILD · Bronze Art A2 W3 · Stencil Lab,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-w4,BUILD · Bronze Art A2 W4 · Audience Week,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-w5,BUILD · Bronze Art A2 W5 · Layer and Combine,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-w6,BUILD · Bronze Art A2 W6 · Resolve and Edition,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-w7,BUILD · Bronze Art A2 W7 · Bank It and Plan the Teach,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-a2-studio,BUILD · Bronze Art A2 · Studio Session run sheets,Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
art-tees-build-a2-pack,BUILD · Bronze Art · Autumn 2 printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-build-a2-sow,BUILD · Bronze Art · Autumn 2 scheme of work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-build-s1-pack,BUILD · Bronze Art · Spring 1 printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-build-s1-sow,BUILD · Bronze Art · Spring 1 scheme of work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-build-w1,BUILD · Explore Art W1 · The Local Canvas,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w2,BUILD · Explore Art W2 · Artists Makers and Teesside Connections,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w3,BUILD · Explore Art W3 · Industrial Surface Skills Lab,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w4,BUILD · Explore Art W4 · Build the Brief,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w5,BUILD · Explore Art W5 · Critique Test and Redirect,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w6,BUILD · Explore Art W6 · Resolve the Artwork,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w7,BUILD · Explore Art W7 · Curate the Showcase,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-w8,BUILD · Explore Art W8 · Share Reflect and Close the Loop,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-build-sow,BUILD · Explore Art · Scheme of Work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-build-pack,BUILD · Explore Art · printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-build-hub,BUILD · Explore Art · start here,Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
art-tees-grow-w1,GROW · Bronze Art W1 · The Local Canvas,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w2,GROW · Bronze Art W2 · Studio Skills and Safe Practice,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w3,GROW · Bronze Art W3 · Independent Studio Challenge,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w4,GROW · Bronze Art W4 · Arts Event Attend Capture and Review,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w5,GROW · Bronze Art W5 · Practitioner Career and Inspiration,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w6,GROW · Bronze Art W6 · Plan and Rehearse the Skill Share,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w7,GROW · Bronze Art W7 · Deliver the Skill Share and Curate,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-w8,GROW · Bronze Art W8 · Reflect Audit and Close the Loop,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-grow-sow,GROW · Bronze Art · Scheme of Work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-grow-pack,GROW · Bronze Art · printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-grow-hub,GROW · Bronze Art · start here,Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
art-tees-launch-w1,LAUNCH · Silver Art W1 · Frame the Local Challenge,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w2,LAUNCH · Silver Art W2 · Practice Careers and Pathways,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w3,LAUNCH · Silver Art W3 · Implement and Critically Develop,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w4,LAUNCH · Silver Art W4 · Arts Experience Attend Analyse and Share,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w5,LAUNCH · Silver Art W5 · Design the Leadership Project,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w6,LAUNCH · Silver Art W6 · Pilot Lead and Adapt,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w7,LAUNCH · Silver Art W7 · Deliver and Curate the Arts Project,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-w8,LAUNCH · Silver Art W8 · Review Influence and Portfolio Audit,Art · Teesside Studio Suite,lesson,Art Teesside,2026-27,,,,
art-tees-launch-sow,LAUNCH · Silver Art · Scheme of Work,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-launch-pack,LAUNCH · Silver Art · printable evidence pack,Art · Teesside Studio Suite,support,Art Teesside,2026-27,,,,
art-tees-launch-hub,LAUNCH · Silver Art · start here,Art · Teesside Studio Suite,teacher,Art Teesside,2026-27,,,,
bev3-art-teesside-build-art-w1-the-local-canvas,BUILD · Art · W1 · The Local Canvas (v3 route),Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w2-artists-makers-and-teesside-connections,"BUILD · Art · W2 · Artists, Makers and Teesside Connections (v3 route)",Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w3-industrial-surface-skills-lab,BUILD · Art · W3 · Industrial Surface Skills Lab (v3 route),Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w4-build-the-brief,BUILD · Art · W4 · Build the Brief (v3 route),Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w5-critique-test-and-redirect,"BUILD · Art · W5 · Critique, Test and Redirect (v3 route)",Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w6-resolve-the-artwork,BUILD · Art · W6 · Resolve the Artwork (v3 route),Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w7-curate-the-showcase,BUILD · Art · W7 · Curate the Showcase (v3 route),Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-build-art-w8-share-reflect-and-close-the-loop,"BUILD · Art · W8 · Share, Reflect and Close the Loop (v3 route)",Art · Teesside Studio Suite,lesson,BUILD Estate v3,2026-27,,,,
bev3-art-teesside-hub,BUILD · Art · v3 route · start here,Art · Teesside Studio Suite,teacher,BUILD Estate v3,2026-27,,,,
glv3-grow-art-w1,GROW · Art · W1 · The Local Canvas (v3 route),Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w2,GROW · Art · W2 · Studio Skills & Safe Practice (v3 route),Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w3,GROW · Art · W3 · Independent Studio Challenge (v3 route),Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w4,"GROW · Art · W4 · Arts Event · Attend, Capture & Review (v3 route)",Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w5,"GROW · Art · W5 · Practitioner, Career & Inspiration (v3 route)",Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w6,GROW · Art · W6 · Plan & Rehearse the Skill Share (v3 route),Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w7,GROW · Art · W7 · Deliver the Skill Share & Curate (v3 route),Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-w8,"GROW · Art · W8 · Reflect, Audit & Close the Loop (v3 route)",Art · Teesside Studio Suite,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-art-hub,GROW · Art · alternative v3 route hub,Art · Teesside Studio Suite,Hub,GROW Estate v3,2026-27,,,,
glv3-launch-art-w1,LAUNCH · Silver Art · W1 · Frame the Local Challenge (v3 route),Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w2,"LAUNCH · Silver Art · W2 · Practice, Careers & Pathways (v3 route)",Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w3,LAUNCH · Silver Art · W3 · Implement & Critically Develop (v3 route),Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w4,"LAUNCH · Silver Art · W4 · Arts Experience · Attend, Analyse & Share (v3 route)",Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w5,LAUNCH · Silver Art · W5 · Design the Leadership Project (v3 route),Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w6,"LAUNCH · Silver Art · W6 · Pilot, Lead & Adapt (v3 route)",Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w7,LAUNCH · Silver Art · W7 · Deliver & Curate the Arts Project (v3 route),Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-w8,"LAUNCH · Silver Art · W8 · Review, Influence & Portfolio Audit (v3 route)",Art · Teesside Studio Suite,Lesson,LAUNCH Estate v3,2026-27,,,,
glv3-launch-art-hub,LAUNCH · Silver Art · alternative v3 route hub,Art · Teesside Studio Suite,Hub,LAUNCH Estate v3,2026-27,,,,
launch-art-aut1-w1,LAUNCH W1 · Gallery Detectives,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w2,LAUNCH W2 · Symbolism Self Portrait,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w3,LAUNCH W3 · Practitioner Research,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w4,LAUNCH W4 · Refine With Feedback,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w5,LAUNCH W5 · Plan The Experience,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w6,LAUNCH W6 · Experience The Event,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w7,LAUNCH W7 · Begin The Review,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
launch-art-aut1-w8,LAUNCH W8 · Complete The Review,Arts Award,lesson,LAUNCH · Art & Arts Award Aut 1,2026-27,,,,
baseline-profile-review,Baseline Profile Review (staff sheet),Baseline,teacher,Baseline Weeks,2026-27,,,,
baseline-weeks-hub,Baseline Weeks · start here,Baseline,teacher,Baseline Weeks,2026-27,,,,
baseline-maths-a,Maths Baseline · Pathway A · Standard Transitions,Baseline,pupil,Baseline Weeks,2026-27,,,,
baseline-maths-b,Maths Baseline · Pathway B · Specialist / SEMH,Baseline,pupil,Baseline Weeks,2026-27,,,,
baseline-reading-writing-a,Reading & Writing Baseline · Pathway A · Standard Transitions,Baseline,pupil,Baseline Weeks,2026-27,,,,
baseline-reading-writing-b,Reading & Writing Baseline · Pathway B · Specialist / SEMH,Baseline,pupil,Baseline Weeks,2026-27,,,,
baseline-science-a,Science Baseline · Pathway A · Standard Transitions,Baseline,pupil,Baseline Weeks,2026-27,,,,
baseline-science-b,Science Baseline · Pathway B · Specialist / SEMH,Baseline,pupil,Baseline Weeks,2026-27,,,,
bev3-humanities-teesside-build-hum-w1-the-big-timeline,BUILD · Humanities · W1 · The Big Timeline (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w2-history-detectives,BUILD · Humanities · W2 · History Detectives (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w3-why-people-came,BUILD · Humanities · W3 · Why People Came (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w4-people-who-shaped-britain,BUILD · Humanities · W4 · People Who Shaped Britain (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w5-big-deal-or-small-deal,BUILD · Humanities · W5 · Big Deal or Small Deal? (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w6-plan-the-story,BUILD · Humanities · W6 · Plan the Story (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w7-tell-the-story,BUILD · Humanities · W7 · Tell the Story (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-build-hum-w8-where-in-the-world,BUILD · Humanities · W8 · Where in the World? (v3 route),Humanities,lesson,BUILD Estate v3,2026-27,,,,
bev3-humanities-teesside-hub,BUILD · Humanities · v3 route · start here,Humanities,teacher,BUILD Estate v3,2026-27,,,,
build-hum-aut1-w1,BUILD W1 · The Big Timeline,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w2,BUILD W2 · History Detectives,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w3,BUILD W3 · Why People Came,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w4,BUILD W4 · People Who Shaped Britain,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w5,BUILD W5 · What's the Big Deal?,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w6,BUILD W6 · Plan the Story,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w7,BUILD W7 · Tell the Story,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
build-hum-aut1-w8,BUILD W8 · Where in the World?,Humanities,lesson,BUILD · Humanities Aut 1,2026-27,,,,
glv3-grow-humanities-w1,GROW · Humanities · W1 · Time Detectives (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w2,GROW · Humanities · W2 · Source Detectives (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w3,GROW · Humanities · W3 · Cause and Consequence (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w4,GROW · Humanities · W4 · People Who Shaped Britain (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w5,GROW · Humanities · W5 · How Big a Deal? (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w6,GROW · Humanities · W6 · Plan the Account (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w7,GROW · Humanities · W7 · Write the Account ★ (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-w8,GROW · Humanities · W8 · Where in the World? (v3 route),Humanities,Lesson,GROW Estate v3,2026-27,,,,
glv3-grow-humanities-hub,GROW · Humanities · alternative v3 route hub,Humanities,Hub,GROW Estate v3,2026-27,,,,
grow-hum-aut1-w1,GROW W1 · Time Detectives,Humanities,lesson,GROW · Humanities Aut 1,2026-27,,,,
grow-hum-aut1-w2,GROW W2 · Source Detectives,Humanities,lesson,GROW · Humanities Aut 1,2026-27,,,,
grow-hum-aut1-w3,GROW W3 · Cause and Consequence,Humanities,lesson,GROW · Humanities Aut 1,2026-27,,,,
